Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,mrp_rs,selling_price_rs,discount_amount_rs,potential_revenue
Biscuits,Unibic Daily Digestive (Multigrain Cookies),3000,6,6,2800,75,False,75,30.0,28.0,2.0,168.0
Biscuits,Cadbury Chocobakes Choc Filled Cookies,6000,0,6,6000,150,False,150,60.0,60.0,0.0,360.0
Biscuits,The Bake Shop Whole Wheat Multigrain Toast (Rusk),6000,6,2,5600,200,False,200,60.0,56.0,4.0,112.0
Biscuits,Unibic Choco Kiss Cookies,4500,15,5,3800,75,False,75,45.0,38.0,7.0,190.0
Biscuits,Karachi Bakery Cashew Biscuits,21000,5,4,19900,400,False,400,210.0,199.0,11.0,796.0
Biscuits,The Bake Shop Methi Khari Simply Delicious,6500,6,2,6100,200,False,200,65.0,61.0,4.0,122.0
Biscuits,"Unibic Snack Bar - Multigrain, Choco",4000,17,6,3300,30,False,30,40.0,33.0,7.0,198.0
Biscuits,Parle Monaco Jeffs Zeera Biscuit,6000,10,4,5400,200,False,200,60.0,54.0,6.0,216.0
Biscuits,The Bake Shop Masala Cheese Crackers,9500,6,3,8900,100,False,100,95.0,89.0,6.0,267.0
Biscuits,Britannia Pure Magic Vanilla Creme Biscuit,3500,17,4,2900,100,False,100,35.0,29.0,6.0,116.0
Biscuits,Open Secret Assorted Story Box,10500,22,4,8100,75,False,75,105.0,81.0,24.0,324.0
Biscuits,Cadbury Oreo Dipped Biscuit,7000,10,1,6300,150,False,150,70.0,63.0,7.0,63.0
Biscuits,Sunfeast Farmlite Oats & Almonds Biscuits Packet,6000,10,3,5400,150,False,150,60.0,54.0,6.0,162.0
Biscuits,Unibic SugarFree - Butter Cookies,5000,16,6,4200,75,False,75,50.0,42.0,8.0,252.0
Biscuits,Britannia Good Day Cashew Cookies Packet,12000,12,6,10560,600,False,600,120.0,105.6,14.400000000000006,633.5999999999999
Biscuits,Dukes Sour & Cream Onion Nibbles Baked,5500,25,3,4100,150,False,150,55.0,41.0,14.0,123.0
Biscuits,Britannia Treat Croissant Vanilla Creme Roll,2000,0,6,2000,47,False,47,20.0,20.0,0.0,120.0
Biscuits,Parle Hide & Seek Choco Rolls,5000,2,4,4900,120,False,120,50.0,49.0,1.0,196.0
Biscuits,Britannia Treat Creme Wafers - Vanilla,4500,11,6,4000,60,False,1,45.0,40.0,5.0,240.0
Biscuits,Parle Rusk Elaichi,4800,2,6,4700,300,False,300,48.0,47.0,1.0,282.0
Biscuits,Lotte Choco Pie,14000,6,2,13100,336,False,336,140.0,131.0,9.0,262.0
Biscuits,Sunfeast Mom's Magic Cashew & Almond Biscuits,12000,15,6,10200,600,False,600,120.0,102.0,18.0,612.0
Biscuits,Unibic Cashew Cookies,2500,8,6,2300,75,False,75,25.0,23.0,2.0,138.0
Biscuits,Unibic Honey Oatmeal Cookies,2500,8,6,2300,75,False,75,25.0,23.0,2.0,138.0
Biscuits,Sunfeast Dark Fantasy Bourbon Bliss,3500,0,0,3500,150,True,150,35.0,35.0,0.0,0.0
Biscuits,Sunfeast Farmlite 5 Seed Digestive,6000,0,2,6000,250,False,250,60.0,60.0,0.0,120.0
Chocolates & Candies,Pantai Sriracha Yellow Chilli Sauce,22500,15,6,19100,200,False,200,225.0,191.0,34.0,1146.0
Chocolates & Candies,Pedigree Dog Food Adult Meat & Rice,66000,7,2,60800,3000,False,3,660.0,608.0,52.0,1216.0
Chocolates & Candies,Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip,28000,50,6,14000,175,False,175,280.0,140.0,140.0,840.0
Chocolates & Candies,Sundrop Cocoa Nut Hazelnut Chocolatey Spread,12000,0,6,12000,160,False,160,120.0,120.0,0.0,720.0
Chocolates & Candies,MTR Paneer Butter Masala & Veg Pulao,17500,9,4,15800,375,False,375,175.0,158.0,17.0,632.0
Chocolates & Candies,Bagrrys Fruit N Fibre Muesli Mixed Fruit,33000,0,6,33000,500,False,500,330.0,330.0,0.0,1980.0
Chocolates & Candies,Remia Salad Caesar Dressing,25000,0,6,25000,250,False,250,250.0,250.0,0.0,1500.0
Chocolates & Candies,Nestlé CERELAC Baby Cereal with Milk,27200,0,1,27200,300,False,300,272.0,272.0,0.0,272.0
Chocolates & Candies,Weikfield Tomato Salsa Instant Pasta,2500,0,1,2500,77,False,77,25.0,25.0,0.0,25.0
Chocolates & Candies,MTR Ready to Eat Pav Bhaji,11000,0,6,11000,300,False,300,110.0,110.0,0.0,660.0
Chocolates & Candies,Pantai Sriracha Green Chilli Sauce,22500,15,6,19100,200,False,200,225.0,191.0,34.0,1146.0
Chocolates & Candies,MTR Dal Makhani,11000,0,4,11000,300,False,300,110.0,110.0,0.0,440.0
Chocolates & Candies,Remia Salad Italian Dressing,23000,0,6,23000,250,False,250,230.0,230.0,0.0,1380.0
Chocolates & Candies,Ching's Secret Manchurian Instant Noodle,11400,0,6,11400,480,False,480,114.0,114.0,0.0,684.0
Chocolates & Candies,Cantina Beans Mexican Beans,25000,14,6,21300,410,False,410,250.0,213.0,37.0,1278.0
Chocolates & Candies,Pantai Fish Sauce,27500,14,6,23400,200,False,200,275.0,234.0,41.0,1404.0
Chocolates & Candies,MTR Dal Fry,11000,0,5,11000,300,False,300,110.0,110.0,0.0,550.0
Chocolates & Candies,Pantai Green Curry Paste,6000,6,6,5600,50,False,50,60.0,56.0,4.0,336.0
Chocolates & Candies,Kitchens of India Mutter Paneer Mix,12000,30,4,8400,285,False,285,120.0,84.0,36.0,336.0
Chocolates & Candies,Del Monte Red Chili Sauce,5500,0,5,5500,190,False,190,55.0,55.0,0.0,275.0
Chocolates & Candies,Yummiez Veg Cheese Fingers Pouch,23000,0,4,23000,400,False,400,230.0,230.0,0.0,920.0
Chocolates & Candies,MTR Ready To Eat Palak Paneer,13500,11,6,12000,300,False,300,135.0,120.0,15.0,720.0
Chocolates & Candies,Pantai Chilli Garlic Sauce,27500,14,6,23400,200,False,200,275.0,234.0,41.0,1404.0
Chocolates & Candies,Maggi Magic Cubes Chicken,4000,2,0,3900,40,True,40,40.0,39.0,1.0,0.0
Chocolates & Candies,Mother's Recipe Ginger And Garlic Paste,5000,24,0,3800,200,True,200,50.0,38.0,12.0,0.0
Chocolates & Candies,Lijjat Urad Papad,6000,5,0,5700,200,True,200,60.0,57.0,3.0,0.0
Chocolates & Candies,Kissan Mixed Fruit Jam,15500,0,0,15500,500,True,500,155.0,155.0,0.0,0.0
Chocolates & Candies,Kellogg's Chocos Combo Pack,6000,6,0,5600,156,True,156,60.0,56.0,4.0,0.0
Chocolates & Candies,"Kurkure Green Chutney, Rajasthani Style",2000,0,0,2000,90,True,90,20.0,20.0,0.0,0.0
Chocolates & Candies,Maggi 2-Minute Instant Noodles - Masala,4400,0,0,4400,280,True,280,44.0,44.0,0.0,0.0
Chocolates & Candies,MTR Roasted Vermicelli,10500,0,4,10500,850,False,850,105.0,105.0,0.0,420.0
Chocolates & Candies,Pantai Dark Soy Sauce,27500,14,6,23400,200,False,200,275.0,234.0,41.0,1404.0
Chocolates & Candies,Bagrry's Fruit Fibre Muesli Mixed Fruit,59500,0,5,59500,1000,False,1,595.0,595.0,0.0,2975.0
Chocolates & Candies,Pantai Hot Chilli Sauce,27500,14,6,23400,200,False,200,275.0,234.0,41.0,1404.0
Chocolates & Candies,Godrej Yummiez Cheese Corn Nuggets,23000,0,4,23000,400,False,400,230.0,230.0,0.0,920.0
Chocolates & Candies,Chings Secret Hot Garlic Instant Noodles,9100,0,6,9100,60,False,60,91.0,91.0,0.0,546.0
Chocolates & Candies,Pediasure Premium Chocolate Powdered Health Drink,61000,0,2,61000,400,False,400,610.0,610.0,0.0,1220.0
Chocolates & Candies,Yummiez Chicken Garlic Fingers Pouch,25000,0,5,25000,400,False,400,250.0,250.0,0.0,1250.0
Chocolates & Candies,Ching's Secret Schezwan Instant Noodle,11400,0,6,11400,480,False,480,114.0,114.0,0.0,684.0
Chocolates & Candies,Pantai Sweet Chilli Sauce,27500,14,6,23400,200,False,200,275.0,234.0,41.0,1404.0
Chocolates & Candies,Pantai Pad Thai Sauce (Non-Veg),32500,9,5,29300,200,False,200,325.0,293.0,32.0,1465.0
Chocolates & Candies,Cantina Tabasco Green Sauce,14000,15,6,11900,60,False,60,140.0,119.0,21.0,714.0
Chocolates & Candies,Knorr International Mexican Tomato Corn Soup,6500,6,3,6100,52,False,52,65.0,61.0,4.0,183.0
Chocolates & Candies,Bagrrys Corn Flakes,35000,0,6,35000,880,False,800,350.0,350.0,0.0,2100.0
Chocolates & Candies,MTR Vermicelli Payasam,7500,0,6,7500,180,False,180,75.0,75.0,0.0,450.0
Chocolates & Candies,Pantai Spring Roll Sauce,27500,10,6,24500,200,False,200,275.0,245.0,30.0,1470.0
Chocolates & Candies,Aashirvaad Suji Halwa With Jaggery,7500,0,6,7500,70,False,70,75.0,75.0,0.0,450.0
Chocolates & Candies,Ching's Secret  Pad Thai Noodles Green Curry,20000,0,6,20000,130,False,130,200.0,200.0,0.0,1200.0
Chocolates & Candies,The Whole Truth - 5 Grain Muesli No Added Sugar,32500,20,6,26000,350,False,350,325.0,260.0,65.0,1560.0
Chocolates & Candies,Nestle Cerelac 5 Grains & Fruits Cereal,28800,0,6,28800,300,False,300,288.0,288.0,0.0,1728.0
Chocolates & Candies,Kitchens Of India Murgh Methi,22000,30,5,15400,285,False,285,220.0,154.0,66.0,770.0
Chocolates & Candies,Del Monte Black Sliced Olives,25000,0,1,25000,450,False,450,250.0,250.0,0.0,250.0
Chocolates & Candies,Aashirvaad Instant Meals - Khatta Meetha Pohaa With Millets,5500,30,5,3800,80,False,80,55.0,38.0,17.0,190.0
Chocolates & Candies,Ching's Secret Noodles - Pad Thai Original,20000,0,6,20000,130,False,130,200.0,200.0,0.0,1200.0
Chocolates & Candies,Ching's Instant Hot and Sour Soup,5500,0,5,5500,55,False,55,55.0,55.0,0.0,275.0
Chocolates & Candies,Ching's Secret Pad Thai Noodles - Extra Hot Thai Chilli,20000,0,6,20000,130,False,130,200.0,200.0,0.0,1200.0
Chocolates & Candies,Ching's Secret Red Chilli Sauce,10500,0,4,10500,440,False,440,105.0,105.0,0.0,420.0
Chocolates & Candies,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,28000,50,5,14000,175,False,175,280.0,140.0,140.0,700.0
Chocolates & Candies,Kellogg's Special K Original Corn Flakes,14000,5,1,13300,290,False,290,140.0,133.0,7.0,133.0
Chocolates & Candies,Ching's Secret Tomato Oats Instant Soup,1500,0,3,1500,20,False,20,15.0,15.0,0.0,45.0
Chocolates & Candies,Bagrrys Fruit N Fibre Muesli - Strawberry,59500,0,1,59500,1000,False,1,595.0,595.0,0.0,595.0
Chocolates & Candies,Ching's Secret Green Chilli Sauce,10500,0,6,10500,425,False,425,105.0,105.0,0.0,630.0
Chocolates & Candies,Remia Mayonnaise,23000,0,6,23000,241,False,241,230.0,230.0,0.0,1380.0
Chocolates & Candies,Kitchens of India Dal Bukhara Gravy Mix,11000,30,6,7700,285,False,285,110.0,77.0,33.0,462.0
Chocolates & Candies,Kellogg's Muesli Nuts Delight,42500,9,3,38300,750,False,750,425.0,383.0,42.0,1149.0
Chocolates & Candies,Tong Garden Wasabi Green Peas,17500,4,6,16700,150,False,150,175.0,167.0,8.0,1002.0
Chocolates & Candies,Kellogg's Special K Original Corn Flakes,39900,11,6,35500,900,False,900,399.0,355.0,44.0,2130.0
Chocolates & Candies,Knorr Sweet Corn Chicken Soup,5500,0,2,5500,42,False,42,55.0,55.0,0.0,110.0
Chocolates & Candies,Ching's Secret Tomato Soup,5500,0,6,5500,55,False,55,55.0,55.0,0.0,330.0
Chocolates & Candies,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodles,12300,0,6,12300,600,False,600,123.0,123.0,0.0,738.0
Chocolates & Candies,Praakritik Organic Jumbo Rolled Oats,19000,11,6,16900,500,False,500,190.0,169.0,21.0,1014.0
Chocolates & Candies,Veeba Peri Peri Sauce,16100,0,6,16100,300,False,300,161.0,161.0,0.0,966.0
Chocolates & Candies,Pedigree Meat Jerky Adult Dog Treat Barbecued Chicken,14000,20,6,11200,80,False,80,140.0,112.0,28.0,672.0
Chocolates & Candies,Mother's Recipe Tamarind Paste,5000,2,2,4900,200,False,200,50.0,49.0,1.0,98.0
Chocolates & Candies,Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month,27900,0,5,27900,300,False,300,279.0,279.0,0.0,1395.0
Chocolates & Candies,Mother's Recipe Pickle - Mixed,14900,26,6,10900,500,False,500,149.0,109.0,40.0,654.0
Chocolates & Candies,Cantina Tabasco Red Sauce,14000,15,6,11900,60,False,60,140.0,119.0,21.0,714.0
Chocolates & Candies,Figaro Pitted Black Olive,17900,0,6,17900,450,False,450,179.0,179.0,0.0,1074.0
Chocolates & Candies,Kitchen Of India Ready-To-Eat Pindi Channa,11000,30,2,7700,285,False,285,110.0,77.0,33.0,154.0
Chocolates & Candies,Kitchens Of India Rajma Masala,11000,30,5,7700,285,False,285,110.0,77.0,33.0,385.0
Chocolates & Candies,Pedigree Puppy Dry Dog Food Food Chicken & Milk,69000,6,2,64800,3000,False,3,690.0,648.0,42.0,1296.0
Chocolates & Candies,Kellogg's Original Corn Flakes,18500,5,6,17500,475,False,475,185.0,175.0,10.0,1050.0
Chocolates & Candies,Pedigree Dog Food Adult Chicken & Veg,66000,10,1,59400,3000,False,3,660.0,594.0,66.0,594.0
Chocolates & Candies,Del Monte Green Chili Sauce,5500,0,3,5500,190,False,190,55.0,55.0,0.0,165.0
Chocolates & Candies,Aashirvaad Suji Halwa With Jaggery,5500,30,6,3800,80,False,80,55.0,38.0,17.0,228.0
Chocolates & Candies,Kitchens Of India Dal Makhani,11000,30,1,7700,285,False,285,110.0,77.0,33.0,77.0
Chocolates & Candies,Dabur Hommade - Kalonji Tamatar Ki Chutney,6500,6,6,6100,200,False,200,65.0,61.0,4.0,366.0
Chocolates & Candies,Kelloggs Muesli - With 22% Fruit Magic,32000,10,5,28800,500,False,500,320.0,288.0,32.0,1440.0
Chocolates & Candies,Japanese Choice Udon Noodles,29500,9,6,26600,250,False,250,295.0,266.0,29.0,1596.0
Chocolates & Candies,Pedigree Puppy Chicken Chunks in Gravy,3500,2,0,3400,70,True,70,35.0,34.0,1.0,0.0
Chocolates & Candies,Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,True,20,10.0,10.0,0.0,0.0
Chocolates & Candies,Safal Frozen Mixed Vegetables,6000,5,0,5700,500,True,500,60.0,57.0,3.0,0.0
Chocolates & Candies,The Whole Truth Double Cocoa Mini Protein Bar No Sugar,5500,20,5,4400,27,False,27,55.0,44.0,11.0,220.0
Chocolates & Candies,Sunfeast Yippee Tricolor Pasta Seasoning,2800,17,1,2300,65,False,65,28.0,23.0,5.0,23.0
Chocolates & Candies,Wingreens Cheesy Chipotle Sauce,9900,49,1,5000,130,False,130,99.0,50.0,49.0,50.0
Chocolates & Candies,Maggi Rich Tomato Ketchup,10500,4,2,10000,500,False,500,105.0,100.0,5.0,200.0
Chocolates & Candies,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,False,500,325.0,293.0,32.0,293.0
Chocolates & Candies,Kellogg's Real Almond & Honey Corn Flakes,17500,9,6,15800,300,False,300,175.0,158.0,17.0,948.0
Chocolates & Candies,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,6000,20,6,4800,40,False,40,60.0,48.0,12.0,288.0
Chocolates & Candies,"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",32500,6,6,30500,500,False,500,325.0,305.0,20.0,1830.0
Chocolates & Candies,Prasuma Vegetable Momos,27000,0,5,27000,24,False,24,270.0,270.0,0.0,1350.0
Chocolates & Candies,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,False,240,60.0,60.0,0.0,60.0
Chocolates & Candies,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,False,70,12.0,12.0,0.0,72.0
Chocolates & Candies,Veeba Sweet Onion Sauce,14100,14,4,12100,350,False,350,141.0,121.0,20.0,484.0
Chocolates & Candies,Sunfeast YiPPee! Magic Masala Noodles,7000,10,3,6300,405,False,405,70.0,63.0,7.0,189.0
Chocolates & Candies,Yoga Bar Breakfast Muesli - Chocolate & Cranberry,32500,4,6,30900,400,False,400,325.0,309.0,16.0,1854.0
Chocolates & Candies,The Whole Truth Peanut Cocoa Protein Bar No Sugar,10000,26,6,7400,52,False,52,100.0,74.0,26.0,444.0
Chocolates & Candies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,17,3,2300,65,False,65,28.0,23.0,5.0,69.0
Chocolates & Candies,Mother's Recipe Mixed Pickle,8500,9,2,7700,300,False,300,85.0,77.0,8.0,154.0
Chocolates & Candies,Prasuma Vegetable Momos,15000,0,5,15000,580,False,10,150.0,150.0,0.0,750.0
Chocolates & Candies,MTR Upma,5000,10,6,4500,160,False,160,50.0,45.0,5.0,270.0
Chocolates & Candies,Switz Paratha Puff,11000,4,6,10500,400,False,400,110.0,105.0,5.0,630.0
Chocolates & Candies,Veeba Pizza Topping,7500,6,4,7000,280,False,280,75.0,70.0,5.0,280.0
Chocolates & Candies,"Ching's Secret Sauce, Green Chilli",5500,0,5,5500,190,False,190,55.0,55.0,0.0,275.0
Chocolates & Candies,Ching's Secret Chilli Vinegar,5000,0,4,5000,170,False,170,50.0,50.0,0.0,200.0
Chocolates & Candies,Ching's Red Chilli Sauce,5500,0,6,5500,200,False,200,55.0,55.0,0.0,330.0
Chocolates & Candies,Borges Durum Wheat Fusilli Pasta,25000,0,3,25000,500,False,500,250.0,250.0,0.0,750.0
Chocolates & Candies,The Whole Truth Cranberry Mini Protein Bar No Sugar,5500,20,6,4400,27,False,27,55.0,44.0,11.0,264.0
Chocolates & Candies,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,5500,20,6,4400,27,False,27,55.0,44.0,11.0,264.0
Chocolates & Candies,Maggi Hot & Sweet Tomato Chilli Sauce,11500,0,1,11500,500,False,500,115.0,115.0,0.0,115.0
Chocolates & Candies,Sunfeast YiPPee! Noodles - Magic Masala,9600,5,4,9100,540,False,540,96.0,91.0,5.0,364.0
Chocolates & Candies,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,False,500,160.0,80.0,80.0,480.0
Chocolates & Candies,Top Ramen Chicken Noodles,6000,10,1,5400,280,False,280,60.0,54.0,6.0,54.0
Chocolates & Candies,Veeba Cheese and Chilli Sandwich Spread,8900,11,6,7900,275,False,275,89.0,79.0,10.0,474.0
Chocolates & Candies,Chings Secret Chowmein Hakka Noodles Masala,4400,0,2,4400,60,False,60,44.0,44.0,0.0,88.0
Chocolates & Candies,Safal Frozen - Mixed Vegetables,11000,4,2,10500,1000,False,1,110.0,105.0,5.0,210.0
Chocolates & Candies,MTR 3 Min Poha,2500,0,6,2500,60,False,60,25.0,25.0,0.0,150.0
Chocolates & Candies,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,False,60,15.0,15.0,0.0,75.0
Chocolates & Candies,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar,5500,25,6,4100,27,False,27,55.0,41.0,14.0,246.0
Chocolates & Candies,Gits Pav Bhaji Ready to Eat,11000,22,6,8500,300,False,300,110.0,85.0,25.0,510.0
Chocolates & Candies,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,False,240,120.0,118.0,2.0,236.0
Chocolates & Candies,Lijjat Udad Mini Papad,6000,6,6,5600,200,False,200,60.0,56.0,4.0,336.0
Chocolates & Candies,McCain Herb & Garlic Crazy Fries Masala Mix,12000,5,5,11400,400,False,400,120.0,114.0,6.0,570.0
Chocolates & Candies,Yoga Bar Multigrain Energy Bar Nuts And Seeds,4000,12,4,3500,38,False,38,40.0,35.0,5.0,140.0
Chocolates & Candies,Godrej Yummiez Chicken Lucknowi Seekh Kebab,26000,10,4,23400,400,False,400,260.0,234.0,26.0,936.0
Chocolates & Candies,Smith & Jones Red Pasta Sauce Mix,4000,0,6,4000,46,False,46,40.0,40.0,0.0,240.0
Chocolates & Candies,The Whole Truth Energy Bar Choco Cranberry Fudge,6000,26,6,4400,40,False,40,60.0,44.0,16.0,264.0
Chocolates & Candies,Veeba Mint Mayonnaise,16900,8,4,15500,300,False,300,169.0,155.0,14.0,620.0
Chocolates & Candies,Del Monte Original Blend Tomato Ketchup Pouch,12000,7,0,11100,950,True,950,120.0,111.0,9.0,0.0
Chocolates & Candies,MTR Vegetable Upma,2500,0,0,2500,60,True,60,25.0,25.0,0.0,0.0
Chocolates & Candies,Safal Frozen - Sweet Corn,16000,5,0,15200,1000,True,1,160.0,152.0,8.0,0.0
Chocolates & Candies,Sunfeast Pasta Treat Pack of Tomato Cheese,2800,17,0,2300,65,True,65,28.0,23.0,5.0,0.0
Chocolates & Candies,Zorabian Chicken Kheema Parathas,19000,0,0,19000,300,True,300,190.0,190.0,0.0,0.0
Chocolates & Candies,Dabur Hommade - Imli Sauce Saunth,2000,10,0,1800,100,True,100,20.0,18.0,2.0,0.0
Chocolates & Candies,Chef's Basket Durum Wheat Penne Pasta,16000,50,0,8000,500,True,500,160.0,80.0,80.0,0.0
Chocolates & Candies,Mothers Recipe Rice Papad Ajwain,2400,0,0,2400,75,True,75,24.0,24.0,0.0,0.0
Chocolates & Candies,Mother's Recipe Potato Papad,3100,9,0,2800,70,True,75,31.0,28.0,3.0,0.0
Chocolates & Candies,Del Monte Natural Vinegar,5500,3,0,5300,180,True,180,55.0,53.0,2.0,0.0
Chocolates & Candies,Kelloggs Corn Flakes With Real Strawberry Pure,26500,10,0,23600,575,True,575,265.0,236.0,29.0,0.0
Chocolates & Candies,Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,True,240,48.0,45.0,3.0,0.0
Chocolates & Candies,Veeba Favourites Eggless Burger Mayonnaise,6900,8,0,6300,250,True,250,69.0,63.0,6.0,0.0
Chocolates & Candies,Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,True,70,50.0,50.0,0.0,0.0
Chocolates & Candies,Mothers Recipe Papad - Sabudana With Rock Salt,3100,9,0,2800,70,True,70,31.0,28.0,3.0,0.0
Chocolates & Candies,Lijjat Moong Papad,6000,5,0,5700,200,True,200,60.0,57.0,3.0,0.0
Chocolates & Candies,Saffola Oats 100 % Natural,1500,0,0,1500,38,True,38,15.0,15.0,0.0,0.0
Chocolates & Candies,Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,True,600,107.0,107.0,0.0,0.0
Chocolates & Candies,Safal Frozen Corn,4100,4,0,3900,200,True,200,41.0,39.0,2.0,0.0
Chocolates & Candies,Top Ramen Masala,9100,9,0,8200,560,True,560,91.0,82.0,9.0,0.0
Chocolates & Candies,Del Monte Eggless Mayo,13500,6,0,12600,500,True,500,135.0,126.0,9.0,0.0
Chocolates & Candies,ITC Master Chef Cheesy Corn Triangles,16000,5,0,15200,320,True,320,160.0,152.0,8.0,0.0
Chocolates & Candies,Mother's Recipe Mixed Pickle,11500,4,0,11000,400,True,400,115.0,110.0,5.0,0.0
Chocolates & Candies,Mothers Recipe Tamrind Date Chutney,5500,9,2,5000,200,False,200,55.0,50.0,5.0,100.0
Chocolates & Candies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,10,1,2500,65,False,65,28.0,25.0,3.0,25.0
Chocolates & Candies,Smith & Jones White Pasta Sauce Mix,4000,0,3,4000,46,False,46,40.0,40.0,0.0,120.0
Chocolates & Candies,Nissin Cup Noodles Tangy Tomato,5000,10,2,4500,70,False,70,50.0,45.0,5.0,90.0
Chocolates & Candies,Kelloggs Corn Flakes,9900,13,6,8600,250,False,250,99.0,86.0,13.0,516.0
Chocolates & Candies,ITC Master Chef Crispy Chicken Fries,17000,4,3,16200,280,False,280,170.0,162.0,8.0,486.0
Chocolates & Candies,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,5500,25,6,4100,27,False,27,55.0,41.0,14.0,246.0
Chocolates & Candies,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),32500,4,6,30900,400,False,400,325.0,309.0,16.0,1854.0
Chocolates & Candies,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,False,200,48.0,45.0,3.0,270.0
Chocolates & Candies,Veeba English Mustard,7400,6,2,6900,300,False,300,74.0,69.0,5.0,138.0
Chocolates & Candies,Saffola Yummy Masala Noodles,2000,0,2,2000,46,False,46,20.0,20.0,0.0,40.0
Chocolates & Candies,The Whole Truth Cranberry Protein Bar No Sugar,10000,26,6,7400,52,False,52,100.0,74.0,26.0,444.0
Chocolates & Candies,Del Monte Pitted Green Olives,25000,0,0,25000,450,True,450,250.0,250.0,0.0,0.0
Chocolates & Candies,Dr Oetker Cucumber & Carrot Sandwich Spread Veg,7900,0,0,7900,250,True,250,79.0,79.0,0.0,0.0
Chocolates & Candies,Yummiez American Sweet Corn,8500,0,0,8500,400,True,400,85.0,85.0,0.0,0.0
Chocolates & Candies,Yummiez Green Peas,25000,0,0,25000,1000,True,1,250.0,250.0,0.0,0.0
Chocolates & Candies,Yummiez Green Peas,13500,0,0,13500,500,True,500,135.0,135.0,0.0,0.0
Chocolates & Candies,Del Monte Schezwan Sauce,5500,0,0,5500,190,True,190,55.0,55.0,0.0,0.0
Chocolates & Candies,Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,True,280,72.0,72.0,0.0,0.0
Chocolates & Candies,Hershey's Cocoa + Almond Spread,29500,9,0,26600,350,True,350,295.0,266.0,29.0,0.0
Chocolates & Candies,Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,True,250,150.0,143.0,7.0,0.0
Chocolates & Candies,Mccain Emotibites - Crispy Happy Potato Snack,13000,0,6,12900,415,False,415,130.0,129.0,1.0,774.0
Chocolates & Candies,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,29900,10,6,26900,400,False,400,299.0,269.0,30.0,1614.0
Chocolates & Candies,Mother's Recipe Mango Pickle,12000,0,1,12000,400,False,400,120.0,120.0,0.0,120.0
Chocolates & Candies,Whiskas Adult Pocket Tuna Cat Food,41000,0,1,41000,1200,False,1,410.0,410.0,0.0,410.0
Chocolates & Candies,Zorabian Chicken Smoked Ham,20500,5,1,19400,250,False,250,205.0,194.0,11.0,194.0
Chocolates & Candies,Knorr Chinese Hot And Sour Veg Soup,5500,3,1,5300,43,False,43,55.0,53.0,2.0,53.0
